gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,0,1,0.2112676056338028,1,1,1,1,0,0,0,1,1,0.5059701492537313,0.12288252942534042,1,0,0,1,0,0,0,0,1,0,0
1,0,1,0,0.6338028169014085,0,0,0,0,0,0,1,1,1,0.2557213930348259,0.22952342487883684,1,0,0,1,0,0,0,0,1,0,0
0,0,0,1,0.943661971830986,1,1,1,1,0,1,1,1,1,0.6791044776119403,0.6766616662820217,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0.5211267605633804,1,1,1,1,1,1,0,0,0,0.5144278606965175,0.3044945765058851,1,0,0,1,0,0,0,0,1,0,0
0,1,1,0,0.4084507042253521,1,0,0,1,0,0,0,0,1,0.31990049751243776,0.17409416108931458,1,0,0,1,0,0,1,0,0,0,1
1,1,0,0,0.056338028169014086,1,0,0,0,0,0,0,1,0,0.6039800995024875,0.041495499653819524,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.22535211267605634,1,0,0,1,1,0,0,1,1,0.7233830845771144,0.18386798984537273,0,1,0,1,0,0,0,1,0,0,0
0,0,1,1,0.04225352112676056,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.006675513501038542,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.15492957746478872,1,0,0,0,0,0,0,0,0,0.018905472636815884,0.027913685668128317,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.7199004975124377,0.7411781675513501,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.02816901408450704,1,0,0,0,0,0,1,1,1,0.7338308457711442,0.028617585968151397,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,0.7746478873239437,1,1,0,1,0,1,0,1,1,0.7582089552238807,0.5891760904684976,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.5633802816901409,1,1,0,0,0,0,0,0,1,0.06567164179104479,0.10886798984537273,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,0.5492957746478874,0,0,0,1,0,1,0,0,0,0.17661691542288555,0.1574082621740134,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0.08450704225352114,1,0,1,1,0,1,1,1,1,0.599502487562189,0.06372605585045003,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0.9577464788732395,1,0,0,0,0,0,0,0,0,0.01691542288557213,0.15930648511423956,0,0,1,0,0,1,0,1,0,0,0
0,0,1,1,0.08450704225352114,1,0,0,0,0,0,0,0,0,0.023880597014925342,0.015139626125086545,0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,0.056338028169014086,0,0,0,1,0,0,0,0,1,0.12189054726368159,0.017124394184168012,1,0,0,1,0,0,0,0,1,0,0
1,0,1,1,1.0,1,1,1,1,1,1,1,0,0,0.8741293532338307,0.8814447265174243,0,1,0,0,0,1,0,1,0,0,0
0,0,1,1,0.6056338028169015,1,0,0,0,0,0,0,0,1,0.02238805970149252,0.0976517424417263,0,0,1,0,1,0,1,0,0,0,0
1,0,0,0,0.9014084507042254,1,1,0,1,1,0,1,0,1,0.7686567164179104,0.7079448419109162,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0.02816901408450704,1,1,0,0,0,1,1,0,0,0.4611940298507462,0.017932148626817447,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0.323943661971831,1,0,0,0,0,1,0,0,1,0.32686567164179103,0.14433417955227326,1,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0.6056338028169015,1,1,0,1,1,0,0,0,1,0.6621890547263681,0.4435437341333949,0,1,0,1,0,0,1,0,0,0,1
1,1,1,0,1.0,1,1,1,1,1,1,1,1,0,0.7049751243781094,0.7308562197092083,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.323943661971831,1,0,1,0,0,1,0,0,0,0.3651741293532338,0.15343872605585046,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0.3248756218905472,0.003704131087006693,1,0,0,1,0,0,0,0,0,1,1
0,0,1,0,0.295774647887324,1,0,0,0,0,0,0,0,1,0.021890547263681587,0.052244403415647366,0,0,1,1,0,0,1,0,0,0,0
0,0,1,1,0.971830985915493,1,1,0,1,1,1,1,1,1,0.6736318407960199,0.6823159473805678,1,0,0,0,0,1,0,1,0,0,0
0,0,1,1,0.33802816901408456,1,1,0,0,0,0,1,0,0,0.4189054726368159,0.159918070620817,1,0,0,1,0,0,0,0,1,0,0
0,0,1,1,0.5070422535211268,1,0,0,0,0,0,0,0,0,0.015422885572139305,0.08161781675513502,0,0,1,0,0,1,1,0,0,0,0
1,1,1,1,0.295774647887324,1,1,0,0,0,0,1,0,0,0.6676616915422885,0.22418647588276022,0,1,0,1,0,0,1,0,0,0,0
1,0,1,1,0.8169014084507042,1,1,0,0,1,1,1,0,1,0.535820895522388,0.48188899146088165,1,0,0,0,0,1,1,0,0,0,0
0,0,1,1,0.676056338028169,1,1,0,0,1,0,1,1,1,0.8114427860696517,0.5600796215093469,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.647887323943662,1,1,0,0,1,1,1,1,1,0.8865671641791043,0.5885241172397877,0,1,0,1,0,0,1,0,0,0,1
1,0,1,1,0.4225352112676057,1,0,0,0,0,0,0,0,1,0.012935323383084563,0.0738691437802908,0,0,1,1,0,0,0,0,0,1,1
0,0,1,1,0.0,1,0,0,0,0,0,0,1,1,0.6248756218905472,0.007183244864989614,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.02238805970149252,0.00671013154858066,0,0,1,1,0,0,0,0,1,0,0
1,0,1,0,0.7323943661971831,1,1,0,1,1,1,1,1,1,0.9308457711442785,0.6682379413801062,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.019402985074626844,0.0001615508885298867,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.26760563380281693,1,0,0,0,0,0,0,0,1,0.014427860696517386,0.04582275559658435,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.02816901408450704,1,0,1,1,0,0,0,0,1,0.6054726368159203,0.026275098084468037,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.7042253521126761,1,0,0,0,0,0,0,0,1,0.015920398009950265,0.11287214401107779,0,0,1,0,1,0,1,0,0,0,0
1,0,1,0,0.7042253521126761,1,0,1,1,0,1,0,0,1,0.4203980099502488,0.3607604431110085,1,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0.16901408450704225,1,0,0,0,0,0,0,0,0,0.012935323383084563,0.028444495730440805,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.026368159203980085,0.00024232633279483006,0,0,1,1,0,0,0,0,0,1,0
0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,0.027860696517412936,0.0002596353565658895,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.8732394366197184,1,1,1,1,1,1,0,0,0,0.5298507462686567,0.5259058389106854,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,1,0,0.3621890547263681,0.019651511654742673,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.6338028169014085,1,0,0,0,0,0,0,0,0,0.009452736318407956,0.10262520193861066,0,0,1,0,0,1,0,1,0,0,0
0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.3139303482587064,0.003577198246018924,1,0,0,1,0,0,0,1,0,0,0
0,0,0,1,0.09859154929577466,0,0,0,0,0,0,0,0,0,0.07213930348258707,0.022663281790906993,1,0,0,1,0,0,0,0,0,1,1
1,0,1,1,0.9859154929577465,1,0,0,0,0,0,0,0,0,0.02238805970149252,0.17103046388183707,0,0,1,0,0,1,1,0,0,0,0
0,0,1,1,0.7605633802816901,1,1,0,0,1,0,1,0,1,0.7179104477611941,0.5862393261020078,0,1,0,1,0,0,0,1,0,0,0
1,0,0,0,0.971830985915493,1,1,0,1,1,1,0,0,1,0.7164179104477612,0.7347276713593354,0,1,0,0,1,0,1,0,0,0,0
1,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,1,0,0.6218905472636815,0.01623009462266328,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.9295774647887325,1,1,1,0,0,1,1,1,0,0.8592039800995025,0.792401338564505,0,1,0,0,0,1,1,0,0,0,0
0,0,1,0,0.9014084507042254,1,1,0,1,0,0,1,0,1,0.7323383084577114,0.683366028156012,0,1,0,1,0,0,1,0,0,0,1
0,0,1,0,0.18309859154929578,1,0,0,0,1,0,0,0,0,0.31791044776119404,0.07501153934918071,1,0,0,1,0,0,0,1,0,0,0
1,0,1,1,0.26760563380281693,1,1,0,0,1,1,0,1,1,0.7686567164179104,0.2189476113547196,0,1,0,1,0,0,1,0,0,0,0
0,0,0,1,0.0,1,0,0,1,0,0,0,0,1,0.5681592039800994,0.0065255019616893605,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.5691542288557214,0.006537041310870067,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.676056338028169,1,1,0,0,0,0,1,1,1,0.7676616915422886,0.5302504038772213,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,1.0,1,1,1,1,1,0,1,0,1,0.8263681592039801,0.8357315947380568,0,1,0,0,0,1,1,0,0,0,0
1,0,1,0,0.6338028169014085,1,1,1,0,0,0,0,0,0,0.34676616915422886,0.28167551350103853,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0.323943661971831,1,1,0,1,1,0,0,0,1,0.6626865671641791,0.23424878836833607,0,1,0,1,0,0,1,0,0,0,0
1,0,1,1,0.056338028169014086,0,0,0,1,0,1,0,0,0,0.15920398009950248,0.016703207939072238,1,0,0,1,0,0,0,0,1,0,0
1,0,1,1,0.4507042253521127,1,1,0,1,1,1,0,0,0,0.7,0.3311677821370874,0,1,0,1,0,0,0,1,0,0,0
1,0,0,0,0.5774647887323944,1,1,1,1,0,0,0,0,1,0.41691542288557215,0.27726748211400876,1,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0.3098591549295775,1,0,1,0,1,0,1,1,1,0.8129353233830846,0.2623990306946688,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.09859154929577466,1,0,0,0,0,0,0,0,0,0.5218905472636816,0.06168936072005539,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,0.9154929577464789,1,0,1,1,0,0,0,0,1,0.363681592039801,0.39774982690976224,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0.323943661971831,1,0,1,0,0,0,0,0,1,0.3114427860696517,0.1375028848372952,1,0,0,1,0,0,1,0,0,0,1
0,1,0,0,0.323943661971831,1,1,0,1,0,0,0,0,0,0.363681592039801,0.1468382183244865,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0.9577464788732395,1,1,1,1,1,1,0,1,1,0.6004975124378109,0.615930071543965,1,0,0,0,1,0,0,1,0,0,1
1,0,0,0,0.7323943661971831,1,0,0,1,1,0,1,1,1,0.8164179104477611,0.5979690745441957,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,0.8309859154929577,0,0,1,0,1,0,1,1,0,0.3517412935323383,0.37136510500807757,1,0,0,0,0,1,0,0,1,0,0
1,0,1,0,0.08450704225352114,1,0,0,0,0,0,1,0,1,0.6253731343283582,0.06437225940456959,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.26760563380281693,1,0,0,0,0,0,0,0,1,0.010945273631840807,0.047882529425340416,0,0,1,0,1,0,0,1,0,0,0
1,0,1,1,0.3098591549295775,1,1,0,0,0,0,0,1,0,0.6701492537313432,0.21343180244634205,0,1,0,1,0,0,0,0,1,0,0
0,0,1,1,1.0,1,0,1,0,1,1,1,1,1,0.6223880597014925,0.6588679898453728,1,0,0,0,0,1,0,0,1,0,0
0,0,1,0,0.14084507042253522,1,1,0,0,0,0,0,0,1,0.564179104477612,0.09311100853911841,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.28169014084507044,1,0,0,0,0,0,0,0,0,0.013432835820895522,0.04288022155550427,0,0,1,0,0,1,0,0,0,1,0
0,1,0,0,0.0,1,1,0,0,0,0,1,1,1,0.7492537313432835,0.008625663512577892,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,0.4225352112676057,1,1,0,1,0,0,1,0,1,0.7208955223880598,0.3261423955688899,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,0.7887323943661972,1,0,0,1,1,1,1,0,0,0.5124378109452736,0.4472190168474498,1,0,0,0,0,1,0,0,0,1,0
1,0,1,1,0.619718309859155,1,0,0,0,0,0,0,0,1,0.01741293532338306,0.10011539349180706,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0,0.1267605633802817,1,1,0,1,1,0,0,1,1,0.7661691542288557,0.11571082390953151,0,1,0,1,0,0,0,0,1,0,0
1,0,1,0,0.8028169014084507,1,1,0,0,1,1,1,1,1,0.8343283582089552,0.6769674590353104,0,1,0,1,0,0,0,1,0,0,1
0,0,0,1,0.18309859154929578,1,0,0,0,0,0,0,0,0,0.01691542288557213,0.028802215555042695,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,0.36619718309859156,1,1,1,0,0,1,1,1,0,0.6228855721393034,0.2521982460189245,1,0,0,0,1,0,0,0,0,1,0
1,0,1,1,0.18309859154929578,1,1,0,1,0,0,0,1,1,0.7228855721393035,0.1431110085391184,0,1,0,1,0,0,1,0,0,0,1
1,0,1,1,0.15492957746478872,0,0,0,1,0,0,0,0,0,0.10895522388059697,0.03349873067159013,1,0,0,1,0,0,0,0,0,1,1
1,0,1,1,0.9577464788732395,1,1,0,1,0,1,0,1,1,0.7467661691542288,0.7361239326102008,0,1,0,0,0,1,1,0,0,0,0
1,0,1,1,0.33802816901408456,1,0,0,1,1,0,1,0,1,0.7054726368159204,0.25836025848142163,0,1,0,1,0,0,1,0,0,0,1
0,1,1,0,0.8028169014084507,1,1,1,1,1,0,1,1,1,0.9014925373134327,0.7233383337179783,0,1,0,0,1,0,0,0,1,0,1
1,0,1,1,0.47887323943661975,0,0,1,0,0,1,1,0,1,0.2796019900497512,0.18962035541195477,1,0,0,0,0,1,0,1,0,0,0
1,1,0,0,0.2112676056338028,1,1,0,0,0,0,1,0,1,0.6616915422885572,0.1536291253173321,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.619718309859155,1,1,0,1,1,0,1,1,0,0.6019900497512437,0.41332217862912535,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0.22535211267605634,1,0,0,1,0,0,1,0,1,0.6497512437810945,0.15120586198938382,0,1,0,1,0,0,0,0,1,0,0
1,0,1,1,0.0,1,0,0,0,0,0,0,0,1,0.27313432835820894,0.0031040849296099706,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.295774647887324,1,0,0,0,0,0,0,0,0,0.013432835820895522,0.046584352642510964,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5144278606965175,0.005902377105931225,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.9295774647887325,1,0,1,0,1,1,0,1,0,0.49353233830845766,0.531831294714978,1,0,0,0,0,1,0,0,0,1,0
1,0,1,1,0.9295774647887325,1,1,0,0,1,1,1,1,1,0.8696517412935324,0.7730325409646895,0,1,0,0,0,1,1,0,0,0,0
1,0,1,0,0.014084507042253521,0,0,0,0,0,0,1,1,0,0.26218905472636816,0.00903531040849296,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.3098591549295775,1,1,0,0,0,0,0,0,1,0.564179104477612,0.1952054004154166,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,0.11267605633802817,1,0,0,0,1,0,0,0,0,0.5696517412935324,0.07138241403184861,0,1,0,1,0,0,0,1,0,0,0
1,0,0,0,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.018905472636815884,0.011441264712670207,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.7464788732394366,0,0,1,0,0,1,1,0,0,0.2681592039800995,0.28176205861989384,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0.7887323943661972,1,0,0,0,1,0,1,1,1,0.7661691542288557,0.628415647357489,0,1,0,0,0,1,0,0,1,0,1
0,0,0,0,0.323943661971831,1,1,0,0,1,0,1,0,1,0.7124378109452736,0.24766328179090702,0,1,0,1,0,0,0,0,0,1,1
1,0,1,1,0.676056338028169,1,1,0,1,0,0,1,1,0,0.817910447761194,0.5680821601661666,0,1,0,0,1,0,0,0,0,1,1
0,0,0,0,0.056338028169014086,1,1,0,0,0,0,0,0,0,0.28756218905472636,0.023580660050773136,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,1,1,0.6164179104477612,0.018728363720286176,0,1,0,1,0,0,0,0,1,0,1
1,0,0,1,0.04225352112676056,1,1,0,0,1,1,0,0,1,0.6850746268656716,0.037231710131548586,0,1,0,1,0,0,0,0,0,1,1
0,0,1,1,0.971830985915493,1,1,1,1,1,1,1,0,1,0.6069651741293532,0.6592487883683361,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0.056338028169014086,1,1,0,0,0,0,0,0,1,0.5736318407960199,0.0391126240480037,0,1,0,1,0,0,1,0,0,0,1
0,0,1,1,0.7323943661971831,1,1,1,0,1,1,1,1,0,0.6711442786069651,0.5304984998846065,1,0,0,1,0,0,0,0,1,0,0
1,0,1,0,0.647887323943662,1,1,1,1,1,0,1,0,1,0.8009950248756219,0.5209900761597046,0,1,0,1,0,0,0,0,1,0,1
1,0,0,1,0.4225352112676057,1,0,0,0,0,0,0,0,0,0.01840796019900498,0.06582621740133857,0,0,1,0,1,0,0,1,0,0,0
0,0,1,1,0.16901408450704225,1,0,0,1,1,1,0,0,0,0.43333333333333324,0.08438726055850451,1,0,0,1,0,0,1,0,0,0,0
1,0,1,1,0.3802816901408451,1,1,0,0,0,0,0,0,0,0.31492537313432833,0.16056427417493654,1,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0.1267605633802817,1,1,0,0,0,0,0,1,0,0.6786069651741293,0.09370528502192477,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0.5211267605633804,1,0,0,0,0,0,0,0,0,0.021393034825870627,0.0836256635125779,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.2691542288557213,0.0030579275328871443,1,0,0,1,0,0,0,0,0,1,1
0,0,1,0,0.9295774647887325,1,1,0,1,1,0,1,1,0,0.854228855721393,0.8102988691437804,0,1,0,0,1,0,0,0,1,0,1
0,0,1,0,0.7183098591549296,1,0,1,1,0,0,1,1,1,0.5686567164179105,0.4438783752596353,1,0,0,0,1,0,0,0,0,1,0
0,0,1,1,0.8591549295774649,1,0,1,1,1,1,1,1,0,0.8945273631840797,0.7854661897069005,0,1,0,0,0,1,0,0,0,1,0
1,0,0,0,0.2112676056338028,1,0,0,1,0,0,0,1,1,0.6766169154228856,0.15246942072467112,0,1,0,1,0,0,0,0,1,0,0
1,1,1,0,0.056338028169014086,1,1,0,1,0,0,0,0,1,0.6243781094527363,0.04071659358412186,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.15492957746478872,1,0,0,0,1,0,1,1,0,0.7706467661691543,0.13445649665358875,0,1,0,0,1,0,0,0,1,0,0
1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.981094527363184,0.9761020078467575,0,1,0,0,0,1,1,0,0,0,0
0,1,0,0,0.9859154929577465,1,1,0,1,0,1,1,1,0,0.8706467661691543,0.8497634433417955,0,1,0,0,1,0,1,0,0,0,0
1,0,1,0,0.323943661971831,1,0,0,0,0,0,0,0,0,0.018905472636815884,0.05054811908608355,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.19718309859154928,1,0,0,0,0,0,0,0,0,0.013432835820895522,0.036095084237249025,0,0,1,0,0,1,0,0,0,1,0
0,0,1,0,0.9295774647887325,1,0,1,1,0,0,0,1,1,0.7199004975124377,0.6966708977613663,0,1,0,0,1,0,0,1,0,0,1
0,0,0,1,0.014084507042253521,1,1,1,1,0,0,0,0,0,0.4248756218905473,0.01336256635125779,1,0,0,1,0,0,1,0,0,0,0
1,0,1,1,0.056338028169014086,0,0,0,0,0,0,0,0,0,0.06766169154228854,0.012312485575813523,1,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0.19718309859154928,1,0,0,0,0,0,1,1,0,0.6955223880597016,0.15829679206092775,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.019402985074626844,0.0001615508885298867,0,0,1,1,0,0,0,0,0,1,1
0,0,1,1,0.5633802816901409,1,0,1,1,1,0,0,0,1,0.41840796019900495,0.28761827832910225,1,0,0,0,1,0,1,0,0,0,0
1,0,0,1,0.5915492957746479,1,0,1,1,0,0,0,1,1,0.454726368159204,0.3136683591045465,1,0,0,1,0,0,0,0,1,0,0
0,1,1,0,0.0,1,1,0,0,0,0,0,0,0,0.5577114427860697,0.006404338795291945,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0.5208955223880596,0.005977382875605816,0,1,0,1,0,0,0,0,0,1,0
1,0,1,1,0.35211267605633806,1,0,0,0,0,0,1,1,1,0.7218905472636815,0.27036695130394645,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.295774647887324,1,1,0,1,0,0,0,0,1,0.607960199004975,0.1975017309023771,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0.9859154929577465,1,1,1,1,1,1,1,1,0,0.7194029850746269,0.7368105238864529,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0.08450704225352114,1,0,0,0,0,0,0,0,0,0.011940298507462671,0.016910916224324946,0,0,1,0,0,1,0,0,0,1,0
1,1,0,0,0.3802816901408451,1,1,0,1,1,1,0,0,0,0.4597014925373134,0.21333948765289637,1,0,0,1,0,0,1,0,0,0,0
0,1,0,0,0.2112676056338028,1,0,0,0,0,0,0,0,0,0.5114427860696518,0.1182206323563351,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,0.08450704225352114,1,0,0,0,0,0,0,0,0,0.01243781094527363,0.012670205400415416,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.9577464788732395,1,1,0,1,1,1,1,1,1,0.917910447761194,0.8581410108469882,0,1,0,0,0,1,1,0,0,0,0
1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.06417910447761191,0.0006808216016616661,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.02816901408450704,1,0,1,0,1,0,1,1,1,0.5885572139303483,0.021618970690053082,1,0,0,1,0,0,0,0,1,0,0
0,1,0,0,0.28169014084507044,1,0,0,0,1,0,1,1,1,0.781592039800995,0.23211400876990537,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,0.9577464788732395,1,1,0,1,1,0,0,0,1,0.6681592039800995,0.6751211631663974,0,1,0,1,0,0,1,0,0,0,0
1,0,1,0,0.9859154929577465,0,0,1,1,1,1,0,0,1,0.29203980099502486,0.38760673897992154,1,0,0,0,0,1,1,0,0,0,0
1,0,1,1,0.9577464788732395,1,0,0,0,0,0,0,0,0,0.011442786069651711,0.15317332102469422,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.6619718309859155,1,1,0,0,1,1,1,1,1,0.8517412935323382,0.5685725825063467,0,1,0,1,0,0,0,0,1,0,0
0,0,1,0,0.647887323943662,1,1,0,1,1,0,0,0,1,0.6477611940298507,0.4669051465497346,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,0.014084507042253521,1,1,0,0,0,0,0,0,1,0.30995024875621885,0.010125778906069697,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.619718309859155,1,1,1,0,1,1,1,1,1,0.8975124378109453,0.5707246711285483,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0,0.7042253521126761,1,1,0,1,0,0,0,0,0,0.6243781094527363,0.4692995615047311,0,1,0,1,0,0,1,0,0,0,0
1,0,1,0,0.295774647887324,1,1,1,0,0,1,1,1,1,0.6064676616915423,0.19893261020078468,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,1.0,1,1,1,1,1,1,1,1,0,0.6805970149253732,0.7161320101546274,1,0,0,0,0,1,1,0,0,0,0
0,0,1,1,0.5070422535211268,1,1,0,1,1,0,1,0,1,0.7432835820895523,0.391928225248096,0,1,0,1,0,0,0,0,1,0,0
0,0,1,1,0.9859154929577465,1,1,1,1,1,1,1,1,0,0.717412935323383,0.7277232864066466,1,0,0,0,0,1,0,0,1,0,0
0,0,1,1,0.08450704225352114,1,0,0,0,1,0,0,0,0,0.3029850746268657,0.03709323794138011,1,0,0,1,0,0,0,0,1,0,1
1,0,0,0,0.9154929577464789,1,1,0,0,0,0,0,0,1,0.06865671641791044,0.19210708516039696,0,0,1,0,0,1,0,1,0,0,0
0,0,1,1,0.7042253521126761,1,0,1,0,0,1,1,1,1,0.5786069651741294,0.45551580890837756,1,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0.4084507042253521,1,0,0,0,0,0,0,0,0,0.012935323383084563,0.06804754211862452,0,0,1,0,1,0,1,0,0,0,0
1,0,0,0,0.46478873239436624,1,1,0,0,0,0,1,0,0,0.6676616915422885,0.33207939072236325,0,1,0,1,0,0,0,0,1,0,0
0,0,1,1,0.8873239436619719,1,1,0,0,0,0,0,0,1,0.06517412935323383,0.17263443341795523,0,0,1,0,0,1,0,0,0,1,0
0,1,1,0,0.9014084507042254,1,1,0,1,1,0,1,1,1,0.8447761194029851,0.781635125778906,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,0.647887323943662,1,1,1,1,0,1,1,0,0,0.8208955223880597,0.5366258942995615,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0,0.0,1,0,1,0,0,0,1,1,1,0.7696517412935323,0.008862220170782368,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.676056338028169,1,1,1,1,0,0,0,0,1,0.4129353233830846,0.33642972536348953,1,0,0,1,0,0,0,1,0,0,1
1,0,1,1,0.9295774647887325,1,1,0,1,0,1,1,0,0,0.7547263681592039,0.7251327025155782,0,1,0,0,0,1,0,1,0,0,0
0,0,0,1,0.5352112676056339,1,0,0,0,0,0,0,0,0,0.010945273631840807,0.08774521117009002,0,0,1,0,1,0,1,0,0,0,0
0,0,0,0,0.18309859154929578,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.0305735056542811,0,0,1,1,0,0,0,0,0,1,0
1,1,0,0,0.5915492957746479,1,0,1,1,0,1,1,1,1,0.8945273631840797,0.5287214401107777,0,1,0,1,0,0,0,1,0,0,1
0,1,0,0,0.7746478873239437,1,1,0,0,1,0,1,1,1,0.8238805970149253,0.6433417955227325,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,0.18309859154929578,1,0,0,0,0,1,0,1,0,0.40646766169154225,0.08701246249711517,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.5283582089552238,0.006063927994461112,0,1,0,1,0,0,0,0,1,0,1
